id,term,definition,external_id,external_source,comment,curator,parent_id,level,created_at,updated_at,legacy_id
10198,Antazoline H1-Antihistamine Action,"  h1-antihistamines interfere with the agonist action of histamine at the h1 receptor and are administered to attenuate inflammatory process in order to treat conditions such as allergic rhinitis, allergic conjunctivitis, and urticaria. reducing the activity of the nf-κb immune response transcription factor through the phospholipase c and the phosphatidylinositol (pip2) signalling pathways also decreases antigen presentation and the expression of pro-inflammatory cytokines, cell adhesion molecules, and chemotactic factors.",,SMPDB,,Ana,7662,5,2018-02-26 21:43:26 UTC,2018-04-06 00:43:35 UTC,
10199,Antipyrine Action Pathway, cox-1 and -2 catalyze the conversion of arachidonic acid to prostaglandin g2 and prostaglandin g2 to prostglandin h2. prostaglandin h2 is the precursor to a number of prostaglandins (e.,,SMPDB,,Ana,7662,5,2018-02-26 21:43:27 UTC,2018-04-06 00:43:35 UTC,
10200,Antrafenine Action Pathway, cox-1 and -2 catalyze the conversion of arachidonic acid to prostaglandin g2 and prostaglandin g2 to prostglandin h2. prostaglandin h2 is the precursor to a number of prostaglandins (e.,,SMPDB,,Ana,7662,5,2018-02-26 21:43:28 UTC,2018-04-06 00:43:35 UTC,
10201,Apparent mineralocorticoid excess syndrome," the disorder is due to a congenital defect in 11-beta-hydroxysteroid dehydrogenase type ii (hsd11b2) activity, resulting in decreased conversion of biologically active cortisol to inactive cortisone; this defect allows cortisol to act as a ligand for the mineralocorticoid receptor, resulting in sodium retention and volume expansion. there is a favorable therapeutic response to spironolactone (review by ferrari, 2010).",,SMPDB,,Ana,7662,5,2018-02-26 21:43:29 UTC,2018-04-06 00:43:35 UTC,
10202,Aprotinin Action Pathway," its action on kallikrein leads to the inhibition of the formation of factor xiia. as a result, both the intrinsic pathway of coagulation and fibrinolysis are inhibited.",,SMPDB,,Ana,7662,5,2018-02-26 21:43:30 UTC,2018-04-06 00:43:35 UTC,
10203,Arachidonic acid metabolism," in resting cells arachidonic acid is present in the phospholipids (especially phosphatidylethanolamine and phosphatidylcholine) of membranes of the body’s cells, and is particularly abundant in the brain. typically a receptor-dependent event, requiring a transducing g protein, initiates phospholipid hydrolysis and releases the fatty acid into the intracellular medium.",,SMPDB,,Ana,7662,5,2018-02-26 21:43:30 UTC,2018-04-06 00:43:35 UTC,
10204,Arbekacin Action Pathway," arbekacin binds irreversibly to the bacterial 30s ribosomal subunit protein and 16s rrna and prevents the formation of the initiation complex with messenger rna. more specifically, arbekacin binds four nucleotides of the 16s rrna and a single amino acid of protein s12.",,SMPDB,,Ana,7662,5,2018-02-26 21:43:32 UTC,2018-04-06 00:43:35 UTC,
10205,Arbutamine Action Pathway," the chronotropic (increase in heart rate) and inotropic (increase in force of contraction) effects of arbutamine serve to mimic exercise by increasing cardiac work (producing stress) and provoke myocardial ischemia in patients with compromised coronary arteries. the increase in heart rate caused by arbutamine is thought to limit regional subendocardial perfusion, thereby limiting tissue oxygenation.",,SMPDB,,Ana,7662,5,2018-02-26 21:43:33 UTC,2018-04-06 00:43:35 UTC,
10206,Ardeparin Action Pathway," ardeparin also binds to heparin cofactor ii, inhibiting thrombin. ardeparin does not effect prothrombin time (pt) assays and may prolong activated partial thromboplastin time (aptt).",,SMPDB,,Ana,7662,5,2018-02-26 21:43:33 UTC,2018-04-06 00:43:35 UTC,
10207,Argatroban Action Pathway, argatroban is a direct thrombin inhibitor that reversibly binds to the thrombin active site. argatroban does not require the co-factor antithrombin iii for antithrombotic activity.,,SMPDB,,Ana,7662,5,2018-02-26 21:43:33 UTC,2018-04-06 00:43:35 UTC,
10208,Arginine and Proline Metabolism, arginine is synthesized from citrulline by the sequential action of the cytosolic enzymes argininosuccinate synthetase (ass) and argininosuccinate lyase (asl). citrulline can be derived from ornithine via the catabolism of proline or glutamine/glutamate.,,HMDB,,Ana,7662,5,2018-02-26 21:43:33 UTC,2018-04-06 00:43:35 UTC,
10209,Arginine: Glycine Amidinotransferase Deficiency (AGAT Deficiency)," a defect in this enzyme causes a decrease in concentration of creatine and guanidinoacetate in plasma and urine. symptoms include mental and motor retardation, seizures, and delayed or abnormal speech development.",,SMPDB,,Ana,7662,5,2018-02-26 21:43:34 UTC,2018-04-06 00:43:35 UTC,
10210,Aromatase deficiency," it presents with virilization of pregnant mothers during the antenatal period, and virilization of female fetuses at birth. affected subjects of either gender later manifest with features of estrogen deficiency and androgen excess.",,SMPDB,,Ana,7662,5,2018-02-26 21:43:37 UTC,2018-04-06 00:43:35 UTC,
10211,Aromatic L-Aminoacid Decarboxylase Deficiency," a deficiency in this enzyme results in accumulation of 3-methoxytyrosine, 5-hydroxy-l-tryptophan, and l-dopa in plasma, spinal fluid, and urine; 3-methoxytyramine and dopamine in urine. it also results in decreased concentrations of homovanillic acid, s-adenosylmethionine, and 5-hydroxytryptophol in spinal fluid; and epinephrine, norepinephrine in plasma.",,SMPDB,,Ana,7662,5,2018-02-26 21:43:38 UTC,2018-04-06 00:43:35 UTC,
10212,Arrhythmogenic right ventricular cardiomyopathy (ARVC),,,HMDB,,Ana,7662,5,2018-02-26 21:43:38 UTC,2018-02-26 21:43:38 UTC,
10213,Artemether Metabolism Pathway," artemisinin derivatives kill parasites more rapidly than conventional antimalarial drugs, and are active against both the sexual and asexual stages of the parasite cycle. however due to their short half-life (and to prevent resistance development) artemisinin compounds are often combined with long-acting antimalarial drugs.",,SMPDB,,Ana,7662,5,2018-02-26 21:43:38 UTC,2018-04-06 00:43:35 UTC,
10214,Ascorbate and aldarate metabolism,,,HMDB,,Ana,7662,5,2018-02-26 21:43:38 UTC,2018-02-26 21:43:38 UTC,
10215,Aspartate Metabolism," once synthesized, aspartate can be coupled to aspartyl trna via aspartyl-trna synthetase and used by the body in protein synthesis. the aspartate content in human proteins is about 7%.",,SMPDB,,Ana,7662,5,2018-02-26 21:43:38 UTC,2018-04-06 00:43:35 UTC,
10216,Astemizole H1-Antihistamine Action," h1-antihistamines interfere with the agonist action of histamine at the h1 receptor and are administered to attenuate inflammatory process in order to treat conditions such as allergic rhinitis, allergic conjunctivitis, and urticaria. reducing the activity of the nf-κb immune response transcription factor through the phospholipase c and the phosphatidylinositol (pip2) signalling pathways also decreases antigen presentation and the expression of pro-inflammatory cytokines, cell adhesion molecules, and chemotactic factors.",,SMPDB,,Ana,7662,5,2018-02-26 21:43:39 UTC,2018-04-06 00:43:35 UTC,
10217,Atenolol Action Pathway," this results in a reduction in resting heart rate, cardiac output, systolic and diastolic blood pressure, and reflex orthostatic hypotension. higher doses of atenolol also competitively block beta(2)-adrenergic responses in the bronchial and vascular smooth muscles.",,SMPDB,,Ana,7662,5,2018-02-26 21:43:40 UTC,2018-04-06 00:43:35 UTC,
10218,Atorvastatin Action Pathway," hmg-coa reductase is the enzyme responsible for the conversion of hmg-coa to mevalonic acid, the rate-limiting step of cholesterol synthesis by this pathway. atorvastatin bears a chemical resemblance to the reduced hmg-coa reaction intermediate that is formed during catalysis.",,SMPDB,,Ana,7662,5,2018-02-26 21:43:40 UTC,2018-04-06 00:43:35 UTC,
10219,Autoimmune thyroid disease,,,HMDB,,Ana,7662,5,2018-02-26 21:43:41 UTC,2018-02-26 21:43:41 UTC,
10220,Axon guidance,,,HMDB,,Ana,7662,5,2018-02-26 21:43:41 UTC,2018-02-26 21:43:41 UTC,
10221,Azatadine H1-Antihistamine Action," h1-antihistamines interfere with the agonist action of histamine at the h1 receptor and are administered to attenuate inflammatory process in order to treat conditions such as allergic rhinitis, allergic conjunctivitis, and urticaria. reducing the activity of the nf-κb immune response transcription factor through the phospholipase c and the phosphatidylinositol (pip2) signalling pathways also decreases antigen presentation and the expression of pro-inflammatory cytokines, cell adhesion molecules, and chemotactic factors.",,SMPDB,,Ana,7662,5,2018-02-26 21:43:41 UTC,2018-04-06 00:43:35 UTC,
10222,Azathioprine Action Pathway, azathioprine is first converted  in vivo  to mercaptopurine in the liver. mercaptopurine then travels through the bloodstream and is transported into cells via nucleoside transporters.,,SMPDB,,Ana,7662,5,2018-02-26 21:43:42 UTC,2018-04-06 00:43:35 UTC,
10223,Azathioprine Metabolism Pathway, azathioprine is first converted  in vivo  to mercaptopurine in the liver. mercaptopurine then travels through the bloodstream and is transported into cells via nucleoside transporters.,,SMPDB,,Ana,7662,5,2018-02-26 21:43:44 UTC,2018-04-06 00:43:35 UTC,
10224,Azelastine H1-Antihistamine Action," h1-antihistamines interfere with the agonist action of histamine at the h1 receptor and are administered to attenuate inflammatory process in order to treat conditions such as allergic rhinitis, allergic conjunctivitis, and urticaria. reducing the activity of the nf-κb immune response transcription factor through the phospholipase c and the phosphatidylinositol (pip2) signalling pathways also decreases antigen presentation and the expression of pro-inflammatory cytokines, cell adhesion molecules, and chemotactic factors.",,SMPDB,,Ana,7662,5,2018-02-26 21:43:44 UTC,2018-04-06 00:43:35 UTC,
10225,Azithromycin Action Pathway," similar in structure to erythromycin, azithromycin reaches higher intracellular concentrations than erythromycin, increasing its efficacy and duration of action. azithromycin binds to the 50s subunit of the 70s bacterial ribosomes, and therefore inhibits rna-dependent protein synthesis in bacterial cells.",,SMPDB,,Ana,7662,5,2018-02-26 21:43:44 UTC,2018-04-06 00:43:35 UTC,
10226,B cell receptor signaling pathway,,,HMDB,,Ana,7662,5,2018-02-26 21:43:45 UTC,2018-02-26 21:43:45 UTC,
10227,B6 vitamer interconversion,,,HMDB,,Ana,7662,5,2018-02-26 21:43:45 UTC,2018-02-26 21:43:45 UTC,
10228,Bacterial invasion of epithelial cells,,,HMDB,,Ana,7662,5,2018-02-26 21:43:45 UTC,2018-02-26 21:43:45 UTC,
10229,Bafetinib Inhibition of BCR-ABL," the cause of cml pathophysiology is the bcr-abl fusion protein - the result of a genetic abnormality known as the philadelphia chromosome in which abelson murine leukemia viral oncogene homolog 1 (abl1) translocates within the breakpoint cluster region (bcr) gene on chromosome 22. bcr-abl is a cytoplasm-targeted constitutively active tyrosine kinase that activates several oncogenic pathways which promote increased cell proliferation and survival including the mapk/erk pathway, the jak-stat pathway, and the pi3k/akt pathway.",,SMPDB,,Ana,7662,5,2018-02-26 21:43:45 UTC,2018-04-06 00:43:35 UTC,
10230,Bamipine H1-Antihistamine Action," h1-antihistamines interfere with the agonist action of histamine at the h1 receptor and are administered to attenuate inflammatory process in order to treat conditions such as allergic rhinitis, allergic conjunctivitis, and urticaria. reducing the activity of the nf-κb immune response transcription factor through the phospholipase c and the phosphatidylinositol (pip2) signalling pathways also decreases antigen presentation and the expression of pro-inflammatory cytokines, cell adhesion molecules, and chemotactic factors.",,SMPDB,,Ana,7662,5,2018-02-26 21:43:45 UTC,2018-04-06 00:43:35 UTC,
10231,Basal transcription factors,,,HMDB,,Ana,7662,5,2018-02-26 21:43:45 UTC,2018-02-26 21:43:45 UTC,
10232,Base excision repair,,,HMDB,,Ana,7662,5,2018-02-26 21:43:45 UTC,2018-02-26 21:43:45 UTC,
10233,BCR-ABL Action in CML Pathogenesis," this fusion protein is the result of a genetic abnormality known as the philadelphia chromosome in which abelson murine leukemia viral oncogene homolog 1 (abl1) translocates within the breakpoint cluster region (bcr) gene on chromosome 22. the action of bcr-abl produces chronic myelogenous leukemia (cml), a cancer characterized by increased and unregulated growth of white blood cells in the bone marrow and the accumulation of these cells in the blood.",,SMPDB,,Ana,7662,5,2018-02-26 21:43:45 UTC,2018-04-06 00:43:35 UTC,
10234,Benazepril Action Pathway," during sympathetic stimulation or when renal blood pressure or blood flow is reduced, renin is released from granular cells of the juxtaglomerular apparatus in the kidneys. in the blood stream, renin cleaves circulating angiotensinogen to angiotensin i (ati), which is cleaved by angiotensin converting enzyme (ace) to angiotensin ii (atii).",,SMPDB,,Ana,7662,5,2018-02-26 21:43:45 UTC,2018-04-06 00:43:35 UTC,
10235,Benazepril Metabolism Pathway," during sympathetic stimulation or when renal blood pressure or blood flow is reduced, renin is released from granular cells of the juxtaglomerular apparatus in the kidneys. in the blood stream, renin cleaves circulating angiotensinogen to angiotensin i (ati), which is cleaved by angiotensin converting enzyme (ace) to angiotensin ii (atii).",,SMPDB,,Ana,7662,5,2018-02-26 21:43:45 UTC,2018-04-06 00:43:35 UTC,
10236,Bendroflumethiazide Action Pathway," normally, the sodium-chloride symporter transports sodium and chloride from the lumen into the epithelial cell lining the distal convoluted tubule. the energy for this is provided by a sodium gradient established by sodium-potassium atpases on the basolateral membrane.",,SMPDB,,Ana,7662,5,2018-02-26 21:43:46 UTC,2018-04-06 00:43:35 UTC,
10237,Benzocaine Action Pathway," benzocaine diffuses across the neuronal plasma membrane in its uncharged base form. once inside the cytoplasm, it is protonated and this protonated form enters and blocks the pore of the voltage-gated sodium channel from the cytoplasmic side.",,SMPDB,,Ana,7662,5,2018-02-26 21:43:46 UTC,2018-04-06 00:43:35 UTC,
10238,Bepotastine H1-Antihistamine Action," h1-antihistamines interfere with the agonist action of histamine at the h1 receptor and are administered to attenuate inflammatory process in order to treat conditions such as allergic rhinitis, allergic conjunctivitis, and urticaria. reducing the activity of the nf-κb immune response transcription factor through the phospholipase c and the phosphatidylinositol (pip2) signalling pathways also decreases antigen presentation and the expression of pro-inflammatory cytokines, cell adhesion molecules, and chemotactic factors.",,SMPDB,,Ana,7662,5,2018-02-26 21:43:46 UTC,2018-04-06 00:43:35 UTC,
10239,Beta Oxidation of Very Long Chain Fatty Acids," in mammals, beta-oxidation occurs in both mitochondria and peroxisomes, whereas plants and most fungi harbor the beta-oxidation cycle only in the peroxisomes. in humans, fatty acid oxidation occurs in peroxisomes when the fatty acid chains are too long to be handled by the mitochondria.",,SMPDB,,Ana,7662,5,2018-02-26 21:43:46 UTC,2018-04-06 00:43:35 UTC,
10240,Beta Ureidopropionase Deficiency," a deficiency in this enzyme results in accumulation of n-carbamyl-beta-amino acids. symptoms include hypotonia, dystonic movements, scoliosis, microcephaly, and severe developmental delay.",,SMPDB,,Ana,7662,5,2018-02-26 21:43:47 UTC,2018-04-06 00:43:35 UTC,
10241,beta-alanine biosynthesis,,,HMDB,,Ana,7662,5,2018-02-26 21:43:48 UTC,2018-02-26 21:43:48 UTC,
10242,Beta-Alanine Metabolism," these dipeptides are found in protein rich foods such as chicken, beef, pork and fish. beta-alanine can also be formed in the liver from the catabolism of pyrimidine nucleotides which are broken down into uracil and dihydrouracil and then metabolized into beta-alanine and beta-aminoisobutyrate.",,HMDB,,Ana,7662,5,2018-02-26 21:43:48 UTC,2018-04-06 00:43:35 UTC,
